Geometry_Type,Longitude,Latitude,Northing,Easting,CSU_ID,Chi_BuildingName,Chi_District,Chi_Region,Chi_UnitDescriptor,Chi_UnitNo,Chi_UnitPortion,Chi_FloorNum,Chi_FloorDescription,Chi_BlockDescriptor,Chi_BlockNo,Chi_EstateName,Chi_PhaseName,Chi_PhaseNo,Chi_VillageLocationName,Chi_VillageName,Chi_VillageBuildingNoFrom,Chi_VillageBuildingNoTo,Chi_StreetLocationName,Chi_StreetName,Chi_StreetBuildingNoFrom,Chi_StreetBuildingNoTo,Eng_BuildingName,Eng_District,Eng_Region,Eng_UnitDescriptor,Eng_UnitNo,Eng_UnitPortion,Eng_FloorNum,Eng_FloorDescription,Eng_BlockDescriptor,Eng_BlockNo,Eng_BlockDescriptorPrecedenceIndicator,Eng_EstateName,Eng_PhaseName,Eng_PhaseNo,Eng_VillageLocationName,Eng_VillageName,Eng_VillageBuildingNoFrom,Eng_VillageBuildingNoTo,Eng_StreetLocationName,Eng_StreetName,Eng_StreetBuildingNoFrom,Eng_StreetBuildingNoTo,GeoAddress
Point,114.20358,22.32979,821195,839020,3902121179T20140120,,九龍城區,九龍,,,,,,,,德朗邨,,,,,,,,承啟道,28,,,KOWLOON CITY DISTRICT,KLN,,,,,,,,,TAK LONG ESTATE,,,,,,,,SHING KAI ROAD,28,,3902121179T20140120
Point,114.19959,22.32919,821128,838609,3861121124T20190627,,九龍城區,九龍,,,,,,座,2,OASIS KAI TAK,,,,,,,,沐寧街,10,,,KOWLOON CITY DISTRICT,KLN,,,,,,TOWER,2,Y,OASIS KAI TAK,,,,,,,,MUK NING STREET,10,,3861121124T20190627
Point,114.2001,22.32872,821076,838660,3866121077T20190627,,九龍城區,九龍,,,,,,座,3,OASIS KAI TAK,,,,,,,,沐寧街,10,,,KOWLOON CITY DISTRICT,KLN,,,,,,TOWER,3,Y,OASIS KAI TAK,,,,,,,,MUK NING STREET,10,,3866121077T20190627
Point,114.20056,22.32918,821127,838708,3870821127T20160907,,九龍城區,九龍,,,,,,座,9,啟德1號(II),,,,,,,,沐寧街,8,,,KOWLOON CITY DISTRICT,KLN,,,,,,BLK,9,Y,ONE KAI TAK (II),,,,,,,,MUK NING STREET,8,,3870821127T20160907
Point,114.20065,22.32909,821117,838718,3871721119T20160907,,九龍城區,九龍,,,,,,座,10,啟德1號(II),,,,,,,,沐寧街,8,,,KOWLOON CITY DISTRICT,KLN,,,,,,BLK,10,Y,ONE KAI TAK (II),,,,,,,,MUK NING STREET,8,,3871721119T20160907
Point,114.20043,22.32886,821091,838694,3869521092T20160907,,九龍城區,九龍,,,,,,座,11,啟德1號(II),,,,,,,,沐寧街,8,,,KOWLOON CITY DISTRICT,KLN,,,,,,BLK,11,Y,ONE KAI TAK (II),,,,,,,,MUK NING STREET,8,,3869521092T20160907
Point,114.20032,22.32896,821102,838683,3868421104T20160907,,九龍城區,九龍,,,,,,座,12,啟德1號(II),,,,,,,,沐寧街,8,,,KOWLOON CITY DISTRICT,KLN,,,,,,BLK,12,Y,ONE KAI TAK (II),,,,,,,,MUK NING STREET,8,,3868421104T20160907
Point,114.20009,22.32915,821124,838660,3866021125T20160907,,九龍城區,九龍,,,,,,座,15,啟德1號(II),,,,,,,,沐寧街,8,,,KOWLOON CITY DISTRICT,KLN,,,,,,BLK,15,Y,ONE KAI TAK (II),,,,,,,,MUK NING STREET,8,,3866021125T20160907
Point,114.2,22.32923,821132,838651,3865221133T20160907,,九龍城區,九龍,,,,,,座,16,啟德1號(II),,,,,,,,沐寧街,8,,,KOWLOON CITY DISTRICT,KLN,,,,,,BLK,16,Y,ONE KAI TAK (II),,,,,,,,MUK NING STREET,8,,3865221133T20160907
Point,114.18552,22.31352,819393,837159,3717219409T20050430,高山劇場新翼,九龍城區,九龍,,,,,,,,,,,,,,,,高山道,77,,KO SHAN THEATRE NEW WING,KOWLOON CITY DISTRICT,KLN,,,,,,,,,,,,,,,,,KO SHAN ROAD,77,,3717219409T20050430
Point,114.18531,22.31222,819249,837137,3713819250T20160927,,九龍城區,九龍,,,,,,座,2,何文田山畔,,,,,,,,薈然徑,8,,,KOWLOON CITY DISTRICT,KLN,,,,,,TOWER,2,Y,HOMANTIN HILLSIDE,,,,,,,,WAI YIN PATH,8,,3713819250T20160927
Point,114.20104,22.32835,821035,838758,3875921036T20190319,嘉匯,九龍城區,九龍,,,,,,座,2,,,,,,,,,沐寧街,7,,K.CITY,KOWLOON CITY DISTRICT,KLN,,,,,,TOWER,2,Y,,,,,,,,,MUK NING STREET,7,,3875921036T20190319
Point,114.20237,22.33274,821521,838895,3889621523T20120423,悅晴樓,九龍城區,九龍,,,,,,座,6,啓晴邨,,,,,,,,沐虹街,12,,YUET CHING HOUSE,KOWLOON CITY DISTRICT,KLN,,,,,,BLK,6,Y,KAI CHING ESTATE,,,,,,,,MUK HUNG STREET,12,,3889621523T20120423
Point,114.1881,22.31581,819646,837425,3742619647P20170821,津匯,九龍城區,九龍,,,,,,,,,,,,,,,,九龍城道,6,,CITY HUB,KOWLOON CITY DISTRICT,KLN,,,,,,,,,,,,,,,,,KOWLOON CITY ROAD,6,,3742619647P20170821
Point,114.18815,22.31575,819640,837430,3743219638T20170821,津匯,九龍城區,九龍,,,,,,,,,,,,,,,,九龍城道,8,,CITY HUB,KOWLOON CITY DISTRICT,KLN,,,,,,,,,,,,,,,,,KOWLOON CITY ROAD,8,,3743219638T20170821
Point,114.1881,22.31581,819646,837425,3742619647P20170821,津匯,九龍城區,九龍,,,,,,,,,,,,,,,,浙江街,44,,CITY HUB,KOWLOON CITY DISTRICT,KLN,,,,,,,,,,,,,,,,,CHI KIANG STREET,44,,3742619647P20170821
Point,114.18621,22.31116,819131,837230,3723119131P20130116,昇御商場,九龍城區,九龍,,,,,,,,昇御門,,,,,,,,漆咸道北,388,,CHATHAM PLACE,KOWLOON CITY DISTRICT,KLN,,,,,,,,,CHATHAM GATE,,,,,,,,CHATHAM ROAD NORTH,388,,3723119131P20130116
