Geometry_Type,Longitude,Latitude,Northing,Easting,CSU_ID,Chi_BuildingName,Chi_District,Chi_Region,Chi_UnitDescriptor,Chi_UnitNo,Chi_UnitPortion,Chi_FloorNum,Chi_FloorDescription,Chi_BlockDescriptor,Chi_BlockNo,Chi_EstateName,Chi_PhaseName,Chi_PhaseNo,Chi_VillageLocationName,Chi_VillageName,Chi_VillageBuildingNoFrom,Chi_VillageBuildingNoTo,Chi_StreetLocationName,Chi_StreetName,Chi_StreetBuildingNoFrom,Chi_StreetBuildingNoTo,Eng_BuildingName,Eng_District,Eng_Region,Eng_UnitDescriptor,Eng_UnitNo,Eng_UnitPortion,Eng_FloorNum,Eng_FloorDescription,Eng_BlockDescriptor,Eng_BlockNo,Eng_BlockDescriptorPrecedenceIndicator,Eng_EstateName,Eng_PhaseName,Eng_PhaseNo,Eng_VillageLocationName,Eng_VillageName,Eng_VillageBuildingNoFrom,Eng_VillageBuildingNoTo,Eng_StreetLocationName,Eng_StreetName,Eng_StreetBuildingNoFrom,Eng_StreetBuildingNoTo,GeoAddress
Point,114.13058,22.28006,815688,831497,3150515685T20050916,孫志新堂,中西區,香港,,,,,,,,香港大學賽馬會第二舍堂村,,,,,,,,薄扶林道,109,,SUEN CHI SUN HALL,CENTRAL & WESTERN DISTRICT,HK,,,,,,,,,THE UNIVERSITY OF HONG KONG JOCKEY CLUB STUDENT VILLAGE 2,,,,,,,,POK FU LAM ROAD,109,,3150515685T20050916
Point,114.13094,22.27995,815676,831534,3153315676T20050916,李兆基堂,中西區,香港,,,,,,,,香港大學賽馬會第二舍堂村,,,,,,,,薄扶林道,109,,LEE SHAU KEE HALL,CENTRAL & WESTERN DISTRICT,HK,,,,,,,,,THE UNIVERSITY OF HONG KONG JOCKEY CLUB STUDENT VILLAGE 2,,,,,,,,POK FU LAM ROAD,109,,3153315676T20050916
Point,114.15122,22.26551,814076,833624,3362114081T20050430,,中西區,香港,,,,,,,,顯峰居,,,,,,,,加列山道,8C,,CHATEAU DE PEAK 8C,CENTRAL & WESTERN DISTRICT,HK,,,,,,,,,CHATEAU DE PEAK,,,,,,,,MOUNT KELLETT ROAD,8C,,3362114081T20050430
Point,114.15109,22.26545,814070,833611,3361114076T20050430,,中西區,香港,,,,,,,,顯峰居,,,,,,,,加列山道,8D,,CHATEAU DE PEAK 8D,CENTRAL & WESTERN DISTRICT,HK,,,,,,,,,CHATEAU DE PEAK,,,,,,,,MOUNT KELLETT ROAD,8D,,3361114076T20050430
Point,114.15109,22.26545,814070,833611,3361114076T20050430,,中西區,香港,,,,,,,,顯峰居,,,,,,,,加列山道,8,,CHATEAU DE PEAK 8D,CENTRAL & WESTERN DISTRICT,HK,,,,,,,,,CHATEAU DE PEAK,,,,,,,,MOUNT KELLETT ROAD,8,,3361114076T20050430
Point,114.15071,22.26546,814071,833571,3356814075T20050430,,中西區,香港,,,,,,,,顯峰居,,,,,,,,加列山道,8F,,CHATEAU DE PEAK 8F,CENTRAL & WESTERN DISTRICT,HK,,,,,,,,,CHATEAU DE PEAK,,,,,,,,MOUNT KELLETT ROAD,8F,,3356814075T20050430
Point,114.14488,22.28419,816146,832970,3296916151T20050430,栢道２５號政府宿舍Ａ座,中西區,香港,,,,,,,,栢道２５號政府宿舍,,,,,,,,柏道,25,,25 PARK ROAD GOVERNMENT QUARTERS BLOCK A,CENTRAL & WESTERN DISTRICT,HK,,,,,,,,,25 PARK ROAD GOVERNMENT QUARTERS,,,,,,,,PARK ROAD,25,,3296916151T20050430
Point,114.14649,22.27257,814858,833137,3313414857T20050430,山景花園別墅Ｅ座,中西區,香港,,,,,,,,山景花園別墅,,,,,,,,柯士甸山道,5,,MOUNT AUSTIN ESTATE BLOCK E,CENTRAL & WESTERN DISTRICT,HK,,,,,,,,,MOUNT AUSTIN ESTATE,,,,,,,,MOUNT AUSTIN ROAD,5,,3313414857T20050430
Point,114.14854,22.27256,814858,833348,3334814857T20050430,,中西區,香港,,,,,,,,,,,,,,,,柯士甸山道,8,,THE MOUNT AUSTIN HOUSE D,CENTRAL & WESTERN DISTRICT,HK,,,,,,,,,THE MOUNT AUSTIN,,,,,,,,MOUNT AUSTIN ROAD,8,,3334814857T20050430
Point,114.14605,22.27254,814856,833091,3308814853T20050430,山景花園別墅Ｈ座,中西區,香港,,,,,,,,山景花園別墅,,,,,,,,柯士甸山道,5,,MOUNT AUSTIN ESTATE BLOCK H,CENTRAL & WESTERN DISTRICT,HK,,,,,,,,,MOUNT AUSTIN ESTATE,,,,,,,,MOUNT AUSTIN ROAD,5,,3308814853T20050430
