Geometry_Type,Longitude,Latitude,Northing,Easting,CSU_ID,Chi_BuildingName,Chi_District,Chi_Region,Chi_UnitDescriptor,Chi_UnitNo,Chi_UnitPortion,Chi_FloorNum,Chi_FloorDescription,Chi_BlockDescriptor,Chi_BlockNo,Chi_EstateName,Chi_PhaseName,Chi_PhaseNo,Chi_VillageLocationName,Chi_VillageName,Chi_VillageBuildingNoFrom,Chi_VillageBuildingNoTo,Chi_StreetLocationName,Chi_StreetName,Chi_StreetBuildingNoFrom,Chi_StreetBuildingNoTo,Eng_BuildingName,Eng_District,Eng_Region,Eng_UnitDescriptor,Eng_UnitNo,Eng_UnitPortion,Eng_FloorNum,Eng_FloorDescription,Eng_BlockDescriptor,Eng_BlockNo,Eng_BlockDescriptorPrecedenceIndicator,Eng_EstateName,Eng_PhaseName,Eng_PhaseNo,Eng_VillageLocationName,Eng_VillageName,Eng_VillageBuildingNoFrom,Eng_VillageBuildingNoTo,Eng_StreetLocationName,Eng_StreetName,Eng_StreetBuildingNoFrom,Eng_StreetBuildingNoTo,GeoAddress
Point,114.17005,22.51448,841646,835566,3556741647T20050430,,北區,新界,,,,,,,,,,,,吳屋村,3,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,NG UK TSUEN,3,,,,,,3556741647T20050430
Point,114.14289,22.50586,840692,832772,3277240693T20050430,,北區,新界,,,,,,,,,,,,馬屎埔,89,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,MA SHI PO,89,,,,,,3277240693T20050430
Point,114.12549,22.50919,841062,830981,3098241062T20050430,,北區,新界,,,,,,,,,,,,大元村第五巷,8,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,TAI YUEN TSUEN LANE NO.5,8,,,,,,3098241062T20050430
Point,114.16065,22.5092,841062,834599,3460041062T20050430,,北區,新界,,,,,,,,,,,,軍地,81,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,KWAN TEI,81,,,,,,3460041062T20050430
Point,114.12465,22.50917,841060,830895,3089641061T20050430,,北區,新界,,,,,,,,,,,,莆上村第十四巷,2,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,PO SHEUNG TSUEN LANE NO.14,2,,,,,,3089641061T20050430
Point,114.11142,22.49859,839888,829533,2953339887T20050430,,北區,新界,,,,,,,,,,,,金錢,103,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,KAM TSIN,103,,,,,,2953339887T20050430
Point,114.18325,22.52712,843047,836924,3692443046T20050430,,北區,新界,,,,,,,,,,,,萬屋邊,136,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,MAN UK PIN,136,,,,,,3692443046T20050430
Point,114.19543,22.52317,842609,838177,3817642610T20050430,,北區,新界,,,,,,,,,,,,上禾坑,81K,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,SHEUNG WO HANG,81K,,,,,,3817642610T20050430
Point,114.11196,22.47261,837012,829587,2958837006T20050430,,北區,新界,,,,,,,,,,,,營盤,33A,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,YING PUN,33A,,,,,,2958837006T20050430
Point,114.10953,22.47272,837023,829338,2933837023T20050430,,北區,新界,,,,,,,,,,,,營盤,22,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,YING PUN,22,,,,,,2933837023T20050430
Point,114.15696,22.51343,841530,834219,3422041530T20050430,,北區,新界,,,,,,,,,,,,軍地北,88,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,KWAN TEI NORTH,88,,,,,,3422041530T20050430
Point,114.16045,22.50926,841068,834578,3457941069T20050430,,北區,新界,,,,,,,,,,,,軍地,47,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,KWAN TEI,47,,,,,,3457941069T20050430
Point,114.18439,22.52656,842984,837041,3704142985T20050430,,北區,新界,,,,,,,,,,,,萬屋邊,31,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,MAN UK PIN,31,,,,,,3704142985T20050430
Point,114.19797,22.52653,842981,838438,3843842982T20050430,,北區,新界,,,,,,,,,,,,下禾坑,3,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,HA WO HANG,3,,,,,,3843842982T20050430
Point,114.18197,22.55041,845625,836792,3679345626T20050430,,北區,新界,,,,,,,,,,,,蓮麻坑,160,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,LIN MA HANG,160,,,,,,3679345626T20050430
Point,114.21633,22.54449,844970,840326,4032644970T20050430,,北區,新界,,,,,,,,,,,,木棉頭,16,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,MUK MIN TAU,16,,,,,,4032644970T20050430
Point,114.15872,22.51256,841434,834400,3439941436T20050430,,北區,新界,,,,,,,,,,,,軍地北,241,,,,,,,NORTH DISTRICT,NT,,,,,,,,,,,,,KWAN TEI NORTH,241,,,,,,3439941436T20050430
